	
	
function[0]	

time[0]	13.105276
time[1]	9.570302
time[2]	9.422084
time[3]	9.347889
time[4]	10.089307
time[5]	9.182084
time[6]	9.325734
time[7]	9.25424
time[8]	9.472084
time[9]	9.380507
time[10]	9.362431
time[11]	9.400658
time[12]	9.823795
time[13]	9.222747
time[14]	9.325302
time[15]	9.459271
time[16]	9.35496
time[17]	9.26196
time[18]	9.377071
time[19]	9.335769
time[20]	9.614698
time[21]	9.387996
time[22]	9.160746
time[23]	10.485458
time[24]	9.577053
time[25]	9.53
time[26]	9.449885
time[27]	9.320733
time[28]	9.841747
time[29]	9.218462
time[30]	11.440382
time[31]	10.532307
time[32]	9.45464
time[33]	9.562516
time[34]	9.434075
time[35]	9.27236
time[36]	9.7782
time[37]	9.282933
time[38]	9.396574
time[39]	9.377155
time[40]	9.795476
time[41]	9.197307
time[42]	9.470546
time[43]	9.245307
time[44]	9.765862
time[45]	9.451707
time[46]	9.851889
time[47]	9.190729
time[48]	9.331346
time[49]	9.385702
time[50]	9.337383
time[51]	9.541124
time[52]	9.336387
time[53]	9.622422
time[54]	9.707138
time[55]	9.486582
time[56]	9.565991
time[57]	9.2576
time[58]	9.453756
time[59]	9.348844
time[60]	9.60228
time[61]	9.57344
time[62]	9.490396
time[63]	9.35424
time[64]	9.440222
time[65]	9.275751
time[66]	9.417956
time[67]	9.604195
time[68]	9.733236
time[69]	9.483009
time[70]	9.534484
time[71]	9.456302
time[72]	9.689005
time[73]	9.280391
time[74]	9.481489
time[75]	9.149684
time[76]	9.418125
time[77]	9.414177
time[78]	9.715556
time[79]	9.318653
time[80]	9.322338
time[81]	9.684729
time[82]	9.74736
time[83]	9.336587
time[84]	9.483284
time[85]	9.430582
time[86]	9.291129
time[87]	9.427356
time[88]	9.639
time[89]	9.610795
time[90]	9.368405
time[91]	9.761862
time[92]	9.466475
time[93]	9.620609
time[94]	9.347014
time[95]	9.277097
time[96]	9.343009
time[97]	9.372071
time[98]	9.5952
time[99]	9.61564
time[100]	9.284485
time[101]	9.819493
time[102]	9.465462
time[103]	9.267369
time[104]	9.521231
time[105]	9.238929
time[106]	9.206916
time[107]	9.408142
time[108]	9.280276
time[109]	9.558062
time[110]	9.576538
time[111]	9.529849
time[112]	9.377395
time[113]	9.426253
time[114]	9.899654
time[115]	9.402778
time[116]	9.343004
time[117]	9.359071
time[118]	9.311138
time[119]	9.726329
time[120]	9.718111
time[121]	9.282267
time[122]	9.252626
time[123]	9.452116
time[124]	9.696484
time[125]	9.380431
time[126]	9.436458
time[127]	9.225796
time[128]	10.790151
time[129]	9.212595
time[130]	9.993849
time[131]	9.651707
time[132]	9.237009
time[133]	9.467813
time[134]	9.576933
time[135]	10.319978
time[136]	11.559782
time[137]	9.26124
time[138]	9.481543
time[139]	9.829155
time[140]	9.666978
time[141]	10.45288
time[142]	9.43268
time[143]	9.123787
time[144]	9.78676
time[145]	10.02636
time[146]	9.625475
time[147]	9.223516
time[148]	9.529609
time[149]	9.427102
time[150]	9.508378
time[151]	9.733889
time[152]	9.326044
time[153]	9.290484
time[154]	9.691076
time[155]	9.404044
time[156]	9.312267
time[157]	9.476782
time[158]	9.399503
time[159]	9.267155
